userID	name	rating
5	Clap Your Hands Say Yeah	127
5	Thom Yorke	118
5	Massive Attack	115
6	George Michael	16
6	Keyshia Cole	41
6	Racionais MC's	41
6	Toni Braxton	40
6	Elo da Corrente	37
6	Teta Lando	34
6	Flagelo Urbano	33
6	Bob Marley & The Wailers	31
6	Adriana Calcanhotto	31
6	Maxwell	27
6	Pharoahe Monch	26
6	Common	24
6	Bob Marley	24
6	Whitney Houston	24
6	Tamia	24
6	Bryan Adams	23
6	Lokua Kanza	20
6	Nach	20
6	Kid Abelha	19
6	Mariah Carey	18
6	Tina Turner	18
6	9th Wonder	18
6	Floetry	18
6	Marisa Monte	18
6	Mary J. Blige	17
6	Jill Scott	17
6	Sara Tavares	17
6	Céline Dion	17
6	Erykah Badu	16
6	Nas	16
6	Richard Marx	16
6	Dru Hill	16
6	Maria Bethânia	16
6	Mos Def	15
6	Faith Evans	15
6	Avant	15
6	Bob da Rage Sense	15
6	Angie Stone	14
6	Gang Starr	14
6	Papa Wemba	14
6	2Pac	14
6	Brandy	14
6	Sam the Kid	14
6	Dealema	14
6	Boss AC	14
6	Ana Carolina	14
6	Dilated Peoples	13
6	Janet Jackson	13
6	Peter Tosh	13
6	Monica	13
7	Kylie Minogue	3151
7	Madonna	2540
7	Lady Gaga	5846
7	Mariah Carey	5188
7	Rihanna	43864
7	Britney Spears	11112
7	Jordin Sparks	6266
7	Kelly Clarkson	5379
7	Christina Aguilera	4201
7	Ashlee Simpson	4059
7	Leona Lewis	3251
7	Beyoncé	2852
7	Sugababes	2356
7	David Cook	1848
7	Lily Allen	1802
7	Jennifer Lopez	1780
7	Katy Perry	1747
7	Alicia Keys	1553
7	P!nk	1490
7	Panic at the Disco	1426
7	David Archuleta	1312
7	Katharine McPhee	1169
7	Black Eyed Peas	1164
7	Kate Voegele	1162
7	Kat DeLuna	1082
7	Danity Kane	1027
7	Nelly Furtado	962
7	Natasha Bedingfield	960
7	Cassie	926
7	Allison Iraheta	900
7	Ciara	868
7	Matt Pokora	834
7	Alanis Morissette	809
7	Keri Hilson	773
7	Hilary Duff	753
7	Haley James Scott	741
7	Fergie	719
7	Jonas Brothers	674
7	Ashanti	667
7	The Saturdays	646
7	Cobra Starship	605
7	Ashley Tisdale	599
7	JoJo	593
7	Chris Brown	587
7	David Guetta	571
7	Justin Timberlake	534
7	T.I.	527
7	Kanye West	516
7	Kelly Rowland	510
7	Avril Lavigne	498
8	Dido	181
8	Lady Gaga	921
8	Duffy	354
8	Whitney Houston	235
8	Mariah Carey	479
8	Céline Dion	581
8	Rihanna	428
8	Britney Spears	2258
8	Kelly Clarkson	402
8	Christina Aguilera	783
8	Beyoncé	1425
8	Sugababes	1039
8	Lily Allen	613
8	Katy Perry	347
8	P!nk	432
8	Natasha Bedingfield	353
8	The Saturdays	578
8	No Angels	6291
8	Sandy	2396
8	Vanessa Petruo	1735
8	Alexander	1407
8	Queensberry	963
8	Fady Maalouf	819
8	Cher	800
8	Barbara Schöneberger	794
8	Colbie Caillat	753
8	Annett Louisan	588
8	Taylor Swift	553
8	Nadja Benaissa	527
8	Lena	520
8	Cassandra Steen	505
8	Wir sind Helden	504
8	The Pussycat Dolls	494
8	Monrose	494
8	Gabrielle	456
8	Cheryl Cole	417
8	Milow	400
8	Sarah Connor	389
8	Jason Mraz	361
8	Brad Paisley	350
8	Silbermond	345
8	Diyana	280
8	Maria Mena	277
8	Shania Twain	257
8	Jennifer Chung	253
8	A Fine Frenzy	229
8	Lucylicious	185
8	Sugarland	178
8	Christina Stürmer	177
8	Jack Johnson	173
9	DIR EN GREY	587
9	BIG BANG	2396
9	김종국	1444
9	2PM	1158
9	Katatonia	1113
9	Skillet	1103
9	モンゴル800	1069
9	Jay Park	729
9	宇多田ヒカル	708
9	浜崎あゆみ	630
9	UVERworld	629
9	Linkin Park	609
9	Evanescence	590
9	中島美嘉	558
9	Blackmore's Night	556
9	C.N.BLUE	556
9	BUCK-TICK	533
9	Bad Religion	521
9	Fairuz	510
9	T.M.Revolution	467
9	Cascada	465
9	TRAX	430
9	B2ST	411
9	Enya	403
9	GACKT	381
9	Sinamore	367
9	Remi Bandali	364
9	Super Junior	357
9	山下智久	345
9	NEWS	319
9	L'Arc~en~Ciel	307
9	雅-MIYAVI-	307
9	www.DjFahad.com	306
9	嵐	292
9	2NE1	290
9	RENTRER EN SOI	289
9	3mmey	280
9	The All-American Rejects	273
9	백지영	273
9	The Rasmus	267
9	HYDE	260
9	Akira Yamaoka	249
9	Crossfade	249
9	G-Dragon	242
9	GD&TOP	241
9	Chinese mix	237
9	blink-182	236
9	After School	234
9	Wasted Land	229
9	Laith Al-Deen	228
10	Radiohead	177
10	The Cure	225
10	Beirut	1137
10	Arcade Fire	1386
10	Gogol Bordello	306
10	Babyshambles	310
10	Death Cab for Cutie	761
10	M. Ward	189
10	Interpol	1297
10	Kings of Leon	279
10	The Killers	992
10	The National	3132
10	Cordel do Fogo Encantado	1584
10	Sigur Rós	1056
10	Tokyo Police Club	1029
10	The Kills	1023
10	Móveis Coloniais de Acaju	956
10	Mombojó	878
10	Bat for Lashes	845
10	The Strokes	797
10	Yeah Yeah Yeahs	729
10	Rilo Kiley	603
10	The Cribs	583
10	The Libertines	578
10	The Smiths	573
10	Kate Nash	560
10	Wolf Parade	546
10	Klaxons	527
10	Broken Social Scene	483
10	Spoon	455
10	Black Lips	367
10	The Smashing Pumpkins	317
10	She & Him	315
10	O Teatro Mágico	308
10	Los Hermanos	291
10	Animal Collective	247
10	Joy Division	238
10	The Tallest Man on Earth	235
10	The Rakes	229
10	múm	208
10	Bon Iver	204
10	Ra Ra Riot	199
10	Manu Chao	189
10	Art Brut	178
10	Poney Express	177
10	She Wants Revenge	173
10	Local Natives	169
10	Mundo Livre S/A	165
10	Silverchair	161
10	Jónsi	157
11	Madonna	229
11	Lady Gaga	3384
11	Michael Jackson	1007
11	Green Day	329
11	Nirvana	370
11	Rihanna	749
11	Britney Spears	3851
11	Christina Aguilera	555
11	Leona Lewis	264
11	Beyoncé	521
11	Katy Perry	347
11	Alicia Keys	306
11	David Archuleta	1031
11	Black Eyed Peas	249
11	Ashley Tisdale	298
11	Chris Brown	337
11	Justin Timberlake	553
11	Taylor Swift	243
11	The Pussycat Dolls	341
11	Backstreet Boys	4416
11	Jesse McCartney	1951
11	Aaron Carter	1788
11	Justin Bieber	1708
11	*NSYNC	1567
11	Noize MC	1531
11	Miley Cyrus	1500
11	Blue	1318
11	Savage Garden	1235
11	3OH!3	1117
11	Jessica Simpson	1006
11	Ke$ha	956
11	Darren Hayes	793
11	Usher	719
11	Nick Carter	552
11	nevershoutnever!	548
11	Metro Station	537
11	3 Doors Down	514
11	Dream Street	441
11	Craig David	425
11	Eminem	424
11	M. Pokora	337
11	Daniel Merriweather	336
11	ВИА Гра	329
11	Westlife	321
11	Guf	314
11	Simple Plan	293
11	Jeremih	251
11	Centr	247
11	Ne-Yo	244
11	Kelis	238
12	Depeche Mode	2144
12	Poets of the Fall	2976
12	OneRepublic	4259
12	Green Day	2110
12	Rihanna	3072
12	Katy Perry	1064
12	Avril Lavigne	23961
12	Taylor Swift	5489
12	Linkin Park	59695
12	Evanescence	31617
12	The Rasmus	1034
12	Akira Yamaoka	1600
12	Ke$ha	1485
12	30 Seconds to Mars	24097
12	The Birthday Massacre	7867
12	Three Days Grace	7425
12	Limp Bizkit	7399
12	Seether	4527
12	Fort Minor	3837
12	Funeral for a Friend	3823
12	Lostprophets	3727
12	Finch	3648
12	This Beautiful Republic	3526
12	Cold	3407
12	Papa Roach	3226
12	Paramore	3134
12	Flyleaf	3080
12	Bullet for My Valentine	2471
12	Angels & Airwaves	2378
12	LaFee	2303
12	In Flames	1714
12	HIM	1646
12	Digital Summer	1596
12	Anathema	1591
12	Saosin	1547
12	Tracktor Bowling	1495
12	Pitchshifter	1434
12	P.O.D.	1341
12	U2	1278
12	Deftones	1260
12	Traff!c	1250
12	Ill Niño	1227
12	Clan of Xymox	1222
12	Celldweller	1183
12	Korn	1177
12	Within Temptation	1001
12	Static-X	982
12	Fluke	953
12	happysad	939
12	Lacrimosa	927
13	Kylie Minogue	6
13	Madonna	9
13	Lady Gaga	3967
13	Placebo	6
13	Kings of Leon	6
13	Christina Aguilera	4
13	Beyoncé	2
13	Lily Allen	16
13	Jennifer Lopez	4
13	Katy Perry	2
13	P!nk	9
13	Nelly Furtado	17
13	Alanis Morissette	4
13	Hilary Duff	2
13	Ashley Tisdale	3
13	David Guetta	12
13	Avril Lavigne	38
13	Taylor Swift	2
13	The Pussycat Dolls	3
13	Cheryl Cole	2
13	Evanescence	2
13	Miley Cyrus	3
13	Ke$ha	4
13	Paramore	6
13	Lindsay Lohan	10
13	Jeffree Star	8
13	Gwen Stefani	6
13	La Roux	6
13	Lil' Wayne	4
13	Pixie Lott	4
13	Paul van Dyk	3
13	Alphabeat	3
13	Taio Cruz	3
13	Little Boots	3
13	Oasis	2
13	No Doubt	2
13	Sophie Ellis-Bextor	2
13	Good Charlotte	2
13	The Used	2
13	Maroon 5	2
13	Gossip	2
13	Fall Out Boy	2
13	Space Cowboy	2
13	Pitty	2
13	Nicole Scherzinger	2
13	Adam Lambert	2
13	Flo Rida	2
13	The Ting Tings	2
13	Kid Cudi	2
13	Ellie Goulding	2
14	The Sonics	1259
14	The Fleshtones	908
14	The Satelliters	850
14	The Barracudas	849
14	The Staggers	843
14	The Kinks	834
14	The Swingin' Neckbreakers	831
14	The Strollers	812
14	The Fuzztones	809
14	The Maharajas	772
14	Southern Culture on the Skids	768
14	The Woggles	765
14	The Untamed Youth	724
14	The Who	710
14	Small Faces	706
14	Mahalia Jackson	676
14	Howlin' Wolf	674
14	Jackie Wilson	671
14	Sam Cooke	670
14	The Vice Barons	665
14	Otis Redding	656
14	Little Richard	655
14	LaVern Baker	654
14	Ray Charles	653
14	The Detroit Cobras	653
14	Big Mama Thornton	650
14	Aretha Franklin	648
14	Marvin Gaye	646
14	Ruth Brown	645
14	James Brown	638
14	Big Maybelle	635
14	Muddy Waters	634
14	Elmore James	634
14	Sonny Boy Williamson	633
14	John Lee Hooker	632
14	The Isley Brothers	632
14	Chuck Berry	631
14	Professor Longhair	627
14	Sister Rosetta Tharpe	621
14	Big Joe Turner	619
14	Andre Williams	619
14	Louis Prima	618
14	Charles Aznavour	612
14	Ennio Morricone	610
14	Renato Carosone	610
14	The Pretty Things	609
14	The Titty Twisters Orchestra	607
14	The Montesas	602
14	The Easybeats	601
14	The Gruesomes	601
15	Sade	242
15	Radiohead	751
15	The Cure	297
15	Tom Waits	599
15	Blur	352
15	Andrew Bird	477
15	Bob Dylan	242
15	Jeff Buckley	253
15	Man Man	246
15	Modest Mouse	235
15	The Beatles	747
15	Nine Inch Nails	464
15	Erykah Badu	247
15	The Smiths	366
15	U2	740
15	David Bowie	1141
15	le bowl	835
15	Prince	557
15	Iron & Wine	546
15	Aphex Twin	484
15	Kings of Convenience	484
15	Beastie Boys	470
15	José González	466
15	Jethro Tull	443
15	Tortoise	412
15	Nick Drake	407
15	Miles Davis	404
15	The Sea and Cake	404
15	Talking Heads	380
15	John Coltrane	373
15	Pearl Jam	351
15	Elliott Smith	350
15	Squarepusher	346
15	The Roots	341
15	Belle and Sebastian	340
15	A Tribe Called Quest	337
15	Pulp	328
15	The Album Leaf	306
15	Sufjan Stevens	302
15	Clogs	295
15	Great Lake Swimmers	294
15	Thelonious Monk	279
15	A.A. Bondy	261
15	Saint Etienne	258
15	Andrew York	255
15	of Montreal	251
15	Neil Young	230
15	Einstürzende Neubauten	226
15	Explosions in the Sky	226
15	Ornette Coleman	223
16	Lady Gaga	849
16	Enrique Iglesias	459
16	Lena	264
16	Cascada	154
16	Little Boots	251
16	Μιχάλης Χατζηγιάννης	889
16	Teen Angels	750
16	Ivi Adamou	617
16	Helena Paparizou	502
16	Kalomoira	487
16	Milan Stanković	457
16	Άννα Βισση	392
16	Laura Pausini	391
16	Banghra	389
16	Nikolas Metaxas	367
16	Inna	366
16	Stavento	311
16	RBD	308
16	Eleftheria Eleftheriou	307
16	Antonis Remos	292
16	D'Nash	257
16	Giorgos Papadopoulos	251
16	Funky G	250
16	Hadise	231
16	Watch Tower Bible and Tract Society of PA	228
16	Onirama	217
16	Jessy Matador	217
16	Master Tempo	214
16	Paolo Meneguzzi	209
16	Floricienta	195
16	Erreway	190
16	Dima Bilan	174
16	Stromae	167
16	Tamta	166
16	Sakis Rouvas	165
16	Karolina	153
16	Giannis Ploutarxos	150
16	Chanée & N'evergreen	149
16	Evridiki	148
16	Mando	147
16	Eric Saade	147
16	Safura	146
16	Alkistis Protopsalti	144
16	Denise Rosenthal	144
16	Christos Dantis	143
16	Darin	141
16	Despoina Olympiou	141
16	Yohanna	139
16	Kostas Martakis	139
16	Soulthrow	137
17	Daft Punk	242
17	Madonna	303
17	Lady Gaga	1255
17	The Killers	610
17	Green Day	120
17	Rihanna	129
17	Britney Spears	118
17	Christina Aguilera	110
17	Lily Allen	215
17	Katy Perry	1089
17	Black Eyed Peas	144
17	Cobra Starship	306
17	Ashley Tisdale	219
17	Taylor Swift	1804
17	The All-American Rejects	101
17	Miley Cyrus	984
17	3OH!3	266
17	Ke$ha	925
17	Paramore	1544
17	La Roux	104
17	Pixie Lott	321
17	Maroon 5	188
17	Adam Lambert	426
17	Ellie Goulding	1446
17	Glee Cast	14436
17	The Veronicas	891
17	Demi Lovato	879
17	Lights	651
17	John Mayer	474
17	American Idiot Cast	462
17	Nick Jonas & The Administration	381
17	Selena Gomez & the Scene	373
17	All Time Low	370
17	Honor Society	338
17	Florence + the Machine	270
17	Marina & the Diamonds	243
17	Owl City	208
17	Mitchel Musso	190
17	Hey Monday	188
17	Darren Criss	187
17	Push Play	172
17	The Pierces	170
17	Sia	168
17	Duncan Sheik & Steven Sater	146
17	Esmée Denters	121
17	Boyce Avenue	116
17	Shakira	115
17	Ester Dean	109
17	The xx	107
17	The Pretty Reckless	105
18	Daft Punk	186
18	Coldplay	234
18	Dido	401
18	Depeche Mode	404
18	Gorillaz	258
18	Pink Floyd	230
18	Infected Mushroom	332
18	Muse	544
18	Red Hot Chili Peppers	623
18	The Beatles	630
18	Green Day	400
18	Evanescence	204
18	Enya	393
18	U2	496
18	Oasis	576
18	Engenheiros do Hawaii	2187
18	AC/DC	853
18	Metallica	838
18	Capital Inicial	682
18	The White Stripes	660
18	Black Label Society	646
18	Mark Knopfler	603
18	Dire Straits	518
18	Gotthard	500
18	Legião Urbana	427
18	R.E.M.	426
18	Kaiser Chiefs	409
18	Electric Light Orchestra	363
18	Johnny Cash	359
18	Orishas	359
18	Social Distortion	318
18	Wim Mertens	298
18	ATB	283
18	Buena Vista Social Club	277
18	Ozzy Osbourne	246
18	Titãs	245
18	Apocalyptica	241
18	Era	240
18	Eric Clapton	236
18	Sacred Spirit	232
18	Eagles	222
18	1200 Micrograms	219
18	Alice Cooper	216
18	John Lennon	215
18	Bruce Springsteen	197
18	The Rolling Stones	192
18	Eliades Ochoa	181
18	Trans-Siberian Orchestra	171
18	DJ Tiësto	171
18	Lulu Santos	170
20	Daft Punk	108
20	Gorillaz	111
20	Aidan Baker	987
20	Pink Floyd	119
20	Ленинград	118
20	HIM	154
20	Deftones	290
20	Nadja	483
20	Autechre	375
20	Aidan Baker & thisquietarmy	304
20	Salem	285
20	Carbon Based Lifeforms	274
20	Boards of Canada	268
20	Casino Versus Japan	261
20	Bill Withers	245
20	Jesu	242
20	Boris	239
20	Secede	202
20	Maximum the Hormone	185
20	65daysofstatic	174
20	Arovane	171
20	Crystal Castles	167
20	Психея	162
20	#####	160
20	LAKE R▲DIO	156
20	Asian Dub Foundation	149
20	the Chemodan	141
20	Mono	137
20	16 Horsepower	133
20	Multiplex	130
20	Ben Frost	129
20	Gridlock	124
20	Enter Shikari	122
20	Isis	120
20	HORSE the band	116
20	Lazzich	113
20	Proem	108
20	electronicmicroanimal	108
20	Mooncake	103
20	Gastón Arévalo	102
20	sokpb avabodha	100
20	The Crystal Method	99
20	Ochre	99
20	Bring Me The Horizon	99
20	Gimmik	98
20	Fail Emotions	98
20	Solar Fields	97
20	Digitonal	96
20	Jackson and His Computer Band	96
20	Fear Factory	95
21	Kylie Minogue	4097
21	Madonna	219
21	Dido	110
21	Lady Gaga	406
21	Rihanna	474
21	Britney Spears	4620
21	Christina Aguilera	437
21	Ashlee Simpson	599
21	Beyoncé	152
21	Lily Allen	149
21	Jennifer Lopez	516
21	Katy Perry	252
21	P!nk	118
21	Black Eyed Peas	138
21	Nelly Furtado	187
21	Hilary Duff	215
21	Ashley Tisdale	202
21	Cheryl Cole	116
21	Miley Cyrus	436
21	Jessica Simpson	122
21	Ke$ha	222
21	M. Pokora	432
21	Lindsay Lohan	186
21	Taio Cruz	188
21	Sophie Ellis-Bextor	1953
21	Nicole Scherzinger	210
21	Dima Bilan	180
21	Darin	220
21	Glee Cast	159
21	Demi Lovato	118
21	Selena Gomez & the Scene	764
21	Shakira	732
21	Mandy Moore	734
21	Paulina Rubio	426
21	Fey	424
21	Dannii Minogue	400
21	Belinda	369
21	Marie Serneholt	271
21	Thalía	263
21	Hannah Montana	228
21	A*Teens	215
21	Gloria Trevi	183
21	Anna Carina	178
21	Emily Osment	164
21	Geri Halliwell	145
21	Junior Caldera feat Sophie Ellis Bextor	127
21	Atomic Kitten	120
21	5ive	120
21	Anahí	99
21	Five	98
22	blink-182	677
22	In Flames	6257
22	Ill Niño	939
22	Darkest Hour	3804
22	Parkway Drive	2548
22	Soilwork	2501
22	Crematory	2352
22	Rise Against	2334
22	The Black Dahlia Murder	2301
22	All That Remains	2160
22	Sonic Syndicate	2153
22	Dark Tranquillity	1833
22	As I Lay Dying	1742
22	Caliban	1627
22	Killswitch Engage	1451
22	A Day to Remember	1401
22	Corpus Christi	1284
22	36 Crazyfists	1190
22	Avatar	1190
22	At the Gates	1158
22	Amon Amarth	1044
22	Evading Downfall	1032
22	August Burns Red	999
22	Ensiferum	945
22	Whitechapel	902
22	Divine Heresy	866
22	Ignite	858
22	From a Second Story Window	770
22	It Prevails	759
22	Atreyu	743
22	Emmure	731
22	I Killed the Prom Queen	702
22	Suffokate	685
22	Five Finger Death Punch	684
22	Scar Symmetry	676
22	Butterfly Coma	635
22	Eluveitie	634
22	Debeli Precjednik	627
22	All Shall Perish	615
22	Millencolin	609
22	Slayer	602
22	Despised Icon	560
22	Pantera	553
22	Pain Confessor	543
22	The Dillinger Escape Plan	539
22	Lamb of God	538
22	The Mercury Arc	534
22	Ego Fall	529
22	Feed Her To The Sharks	523
22	Haste the Day	505
23	Marilyn Manson	212
23	Depeche Mode	1752
23	Porcupine Tree	330
23	The Cure	401
23	Pink Floyd	124
23	Paradise Lost	297
23	Red Hot Chili Peppers	112
23	Queens of the Stone Age	292
23	The Beatles	143
23	Nine Inch Nails	379
23	The Kills	117
23	The Smashing Pumpkins	242
23	U2	752
23	David Bowie	652
23	Elliott Smith	131
23	Metallica	176
23	Manic Street Preachers	2897
23	The Stranglers	956
23	Therapy?	772
23	Alice in Chains	508
23	Jane's Addiction	419
23	Soundgarden	240
23	The Clash	238
23	PJ Harvey	235
23	Pixies	226
23	Stone Temple Pilots	217
23	Killing Joke	215
23	Primal Scream	210
23	The Velvet Underground	200
23	Ministry	193
23	Republika	192
23	Virgin Prunes	190
23	Nick Cave and the Bad Seeds	189
23	The Doors	186
23	Afghan Whigs	171
23	Skeletal Family	168
23	New Model Army	154
23	Closterkeller	153
23	Porno for Pyros	150
23	Roxy Music	142
23	Bauhaus	138
23	Revolting Cocks	124
23	Alphaville	120
23	Wolfsheim	119
23	Can	118
23	Nitzer Ebb	118
23	Kyuss	116
23	The Jesus Lizard	115
23	Tiamat	110
23	Brygada Kryzys	110
24	Kylie Minogue	5956
24	Madonna	6917
24	Lady Gaga	661
24	Michael Jackson	538
24	Scissor Sisters	1412
24	The Killers	2443
24	Mariah Carey	1203
24	Tina Turner	531
24	Janet Jackson	586
24	Rihanna	677
24	Britney Spears	1192
24	Kelly Clarkson	516
24	Beyoncé	506
24	Lily Allen	1226
24	Katy Perry	1729
24	Alicia Keys	432
24	P!nk	1037
24	Nelly Furtado	677
24	Alanis Morissette	1998
24	Avril Lavigne	466
24	Cher	720
24	Yeah Yeah Yeahs	851
24	She & Him	796
24	La Roux	550
24	Florence + the Machine	1720
24	Marina & the Diamonds	475
24	The White Stripes	875
24	Mandy Moore	1694
24	Dannii Minogue	4466
24	Tracy Chapman	2776
24	Dragonette	1999
24	New Young Pony Club	1484
24	Siobhan Donaghy	1114
24	Cyndi Lauper	1025
24	Kelly Osbourne	833
24	Jewel	776
24	Dixie Chicks	742
24	Kate Miller-Heidke	677
24	Sneaky Sound System	675
24	Chew Lips	662
24	Noisettes	633
24	Shakespear's Sister	606
24	Tegan and Sara	546
24	Missy Higgins	538
24	Annie Lennox	518
24	VV Brown	518
24	The Cast Of Buffy The Vampire Slayer	517
24	Amy Winehouse	477
24	Rogue Traders	462
24	Crowded House	416
25	Kylie Minogue	185
25	Madonna	278
25	Lady Gaga	311
25	Robbie Williams	235
25	Michael Jackson	1694
25	Rihanna	208
25	Britney Spears	1623
25	Jordin Sparks	95
25	Christina Aguilera	404
25	Ashlee Simpson	81
25	Leona Lewis	141
25	Beyoncé	312
25	Sugababes	1765
25	P!nk	120
25	Kat DeLuna	205
25	Danity Kane	239
25	Nelly Furtado	77
25	Natasha Bedingfield	76
25	Ciara	160
25	Hilary Duff	431
25	Ashley Tisdale	244
25	David Guetta	191
25	Justin Timberlake	425
25	Kanye West	153
25	The Pussycat Dolls	231
25	Monrose	1146
25	Cheryl Cole	207
25	Sarah Connor	747
25	Backstreet Boys	3009
25	*NSYNC	96
25	Blue	82
25	Nick Carter	355
25	M. Pokora	1759
25	Ne-Yo	177
25	Taio Cruz	186
25	Nicole Scherzinger	96
25	Shakira	130
25	Mandy Moore	593
25	Atomic Kitten	194
25	Girls Aloud	3004
25	Timbaland	271
25	Vanessa Hudgens	222
25	Delta Goodrem	173
25	John Williams	150
25	Rachel Stevens	133
25	Carter Burwell	97
25	Destiny's Child	89
25	Medina	81
25	Alexandra Burke	80
25	Vanessa S.	78
26	Moonspell	550
26	Cradle of Filth	177
26	U2	1813
26	Metallica	278
26	Johnny Cash	250
26	Slayer	151
26	Iron Maiden	3967
26	Megadeth	2199
26	Savatage	1818
26	Dream Theater	1622
26	Circle II Circle	1356
26	Bruce Dickinson	1223
26	Children of Bodom	1176
26	Angra	1140
26	Andre Matos	1088
26	Shaaman	812
26	Hangar	794
26	Helloween	715
26	Viper	682
26	Nightwish	633
26	Dr. Sin	522
26	Matanza	503
26	Wizards	493
26	Angel Dust	433
26	Bittencourt Project	433
26	Kamelot	376
26	Stratovarius	334
26	Hibria	328
26	Mindflow	316
26	Rage	314
26	Tribuzy	313
26	Iced Earth	284
26	Nevermore	279
26	Symphony X	269
26	Journey	264
26	Avantasia	263
26	Testament	247
26	Burning in Hell	226
26	Death	218
26	Kiko Loureiro	205
26	Bon Jovi	198
26	Skid Row	194
26	Arch Enemy	184
26	Kreator	175
26	Epica	170
26	Yngwie Malmsteen	165
26	Blind Guardian	142
26	Kotipelto	127
26	Queen	123
26	Outworld	115
27	Duran Duran	85
27	Madonna	117
27	Porcupine Tree	200
27	Garbage	106
27	Jamiroquai	156
27	David Guetta	86
27	Wir sind Helden	86
